index,psutil,psutil_virtual
0,345.78515625,-8961.1328125
1,345.78515625,-8961.1328125
2,354.41015625,-8950.2734375
3,841.38671875,-8489.1015625
4,843.13671875,-8495.9765625
5,843.13671875,-8495.9765625
6,843.13671875,-8498.4296875
7,357.87890625,-8896.66796875
8,357.87890625,-8904.15625
9,357.87890625,-8904.15625
10,357.87890625,-8904.15625
11,357.87890625,-8894.03125
12,844.38671875,-8465.546875
13,844.63671875,-8471.10546875
14,844.63671875,-8471.10546875
15,844.63671875,-8471.23828125
16,358.125,-8862.3203125
17,358.125,-8862.609375
18,358.125,-8862.609375
19,358.125,-8862.609375
20,358.25,-8862.68359375
21,844.58203125,-8365.98046875
22,844.70703125,-8367.28125
23,844.70703125,-8367.28125
24,844.70703125,-8367.69921875
25,358.296875,-8669.734375
26,358.296875,-8670.1875
27,358.296875,-8670.1875
28,358.296875,-8670.1875
29,358.421875,-8690.60546875
30,844.6640625,-8337.8984375
31,844.7890625,-8346.58984375
32,844.7890625,-8346.58984375
33,844.7890625,-8379.8046875
34,358.27734375,-8759.11328125
35,358.27734375,-8759.2109375
36,358.27734375,-8759.2109375
37,358.27734375,-8759.2109375
38,358.27734375,-8759.109375
39,844.6796875,-8336.03125
40,844.8046875,-8340.62890625
41,844.8046875,-8340.62890625
42,844.8046875,-8340.78515625
43,358.37109375,-8819.1875
44,358.37109375,-8829.859375
45,358.37109375,-8829.859375
46,358.37109375,-8829.859375
47,358.37109375,-8829.96875
48,844.75390625,-8467.0
49,844.87890625,-8468.0
50,844.87890625,-8468.0
51,844.87890625,-8468.2265625
52,358.33984375,-8676.80078125
53,358.33984375,-8677.09375
54,358.33984375,-8677.09375
55,358.33984375,-8677.09375
56,358.33984375,-8677.65234375
57,844.72265625,-8227.265625
58,844.84765625,-8223.33203125
59,844.84765625,-8223.33203125
60,844.84765625,-8223.30078125
61,358.33984375,-8722.75
62,358.33984375,-8723.140625
63,358.33984375,-8723.140625
64,358.33984375,-8723.140625
65,358.33984375,-8734.64453125
66,844.84765625,-8380.0546875
67,844.97265625,-8364.359375
68,844.97265625,-8364.359375
69,844.97265625,-8364.69140625
70,358.5078125,-8611.1484375
71,358.5078125,-8597.5703125
72,358.5078125,-8597.5703125
73,358.5078125,-8597.5703125
74,358.5078125,-8598.4375
75,844.64453125,-8329.421875
76,844.89453125,-8334.18359375
77,844.89453125,-8334.18359375
78,844.89453125,-8340.23828125
79,358.4375,-8543.96484375
80,358.4375,-8632.33984375
81,358.4375,-8632.33984375
82,358.4375,-8632.33984375
83,358.4375,-8630.30078125
84,844.859375,-8167.41796875
85,844.984375,-8192.61328125
86,844.984375,-8192.61328125
87,844.984375,-8192.93359375
88,358.60546875,-8623.29296875
89,358.60546875,-8623.33203125
90,358.60546875,-8623.33203125
91,358.60546875,-8623.33203125
92,358.60546875,-8630.40625
93,845.15234375,-8284.6328125
94,845.27734375,-8294.296875
95,845.27734375,-8294.296875
96,845.27734375,-8296.03125
97,358.8125,-8786.08984375
98,358.8125,-8786.6171875
99,358.8125,-8786.6171875
100,358.8125,-8786.6171875
101,358.8125,-8786.66015625
102,844.94921875,-8430.6328125
103,845.07421875,-8424.109375
104,845.07421875,-8424.109375
105,845.07421875,-8424.453125
106,358.50390625,-8863.28515625
107,358.50390625,-8863.57421875
