index,psutil,psutil_virtual
0,345.78515625,-6377.19140625
1,345.78515625,-6377.19140625
2,354.66015625,-6352.69140625
3,842.28515625,-5846.59765625
4,844.03515625,-5854.02734375
5,844.03515625,-5854.02734375
6,844.03515625,-5861.53515625
7,680.1640625,-5931.9609375
8,648.66015625,-5965.14453125
9,648.66015625,-5965.14453125
10,648.66015625,-5965.14453125
11,648.66015625,-5964.9765625
12,868.41015625,-5804.81640625
13,869.03515625,-5808.47265625
14,869.03515625,-5808.47265625
15,869.03515625,-5808.21875
16,694.92578125,-5950.83984375
17,694.92578125,-5950.953125
18,694.92578125,-5950.953125
19,694.92578125,-5950.953125
20,695.05078125,-5949.39453125
21,869.42578125,-5822.7578125
22,869.67578125,-5826.234375
23,869.67578125,-5826.234375
24,869.67578125,-5826.51953125
25,695.47265625,-5892.67578125
26,695.47265625,-5892.96484375
27,695.47265625,-5892.96484375
28,695.47265625,-5892.96484375
29,695.47265625,-5902.0546875
30,862.72265625,-5800.0859375
31,862.84765625,-5804.73828125
32,862.84765625,-5804.73828125
33,862.84765625,-5804.8515625
34,715.62109375,-5890.5546875
35,697.7421875,-5903.55859375
36,697.7421875,-5903.55859375
37,697.7421875,-5903.55859375
38,697.7421875,-5912.65234375
39,869.6171875,-5774.890625
40,869.7421875,-5770.94921875
41,869.7421875,-5770.94921875
42,869.7421875,-5771.04296875
43,704.55078125,-5904.08203125
44,704.55078125,-5911.94921875
45,704.55078125,-5911.94921875
46,704.55078125,-5911.94921875
47,697.85546875,-5906.79296875
48,862.60546875,-5773.2890625
49,862.85546875,-5776.6015625
50,862.85546875,-5776.6015625
51,862.85546875,-5776.63671875
52,715.515625,-5910.54296875
53,697.63671875,-5923.8984375
54,697.63671875,-5923.8984375
55,697.63671875,-5923.8984375
56,697.63671875,-5923.734375
57,862.76171875,-5794.39453125
58,863.01171875,-5787.30078125
59,863.01171875,-5787.30078125
60,863.01171875,-5783.58203125
61,697.91015625,-5843.96484375
62,697.91015625,-5902.765625
63,697.91015625,-5902.765625
64,697.91015625,-5902.765625
65,697.91015625,-5902.765625
66,862.66015625,-5753.8828125
67,862.78515625,-5761.80859375
68,862.78515625,-5761.80859375
69,862.78515625,-5771.2578125
70,697.66015625,-5870.11328125
71,697.66015625,-5870.21875
72,697.66015625,-5870.21875
73,697.66015625,-5870.21875
74,697.66015625,-5877.8046875
75,862.78515625,-5816.171875
76,862.90625,-5814.3828125
77,862.90625,-5814.3828125
78,862.90625,-5814.140625
79,697.765625,-5941.47265625
80,697.765625,-5941.52734375
81,697.765625,-5941.52734375
82,697.765625,-5941.52734375
83,697.765625,-5951.23828125
84,862.890625,-5858.484375
85,863.015625,-5858.3203125
86,863.015625,-5858.3203125
87,863.015625,-5858.44921875
88,697.9375,-5959.87890625
89,697.9375,-5950.29296875
90,697.9375,-5950.29296875
91,697.9375,-5950.29296875
92,697.9375,-5950.9375
93,862.9375,-5813.37890625
94,863.0625,-5814.22265625
95,863.0625,-5814.22265625
96,863.0625,-5813.76953125
97,697.9140625,-5962.6953125
98,697.9140625,-5962.78515625
99,697.9140625,-5962.78515625
100,697.9140625,-5962.7890625
101,697.9140625,-5968.5
102,869.7890625,-5797.78515625
103,869.9140625,-5852.8359375
104,869.9140625,-5852.8359375
105,869.9140625,-5861.1484375
106,698.015625,-6023.1171875
107,698.015625,-6027.9453125
108,698.015625,-6027.9453125
109,698.015625,-6027.9453125
110,698.015625,-6028.02734375
111,869.890625,-5863.25390625
112,870.015625,-5864.0703125
113,870.015625,-5864.0703125
114,870.015625,-5857.73046875
115,704.8125,-5988.4609375
116,704.8125,-5988.546875
117,704.8125,-5988.546875
118,704.8125,-5988.546875
119,698.1171875,-5994.62109375
120,869.8671875,-5833.0
121,869.9921875,-5819.734375
122,869.9921875,-5819.734375
123,869.9921875,-5815.30859375
124,698.09375,-5878.78125
125,698.09375,-5885.73828125
126,698.09375,-5885.73828125
127,698.09375,-5885.73828125
128,698.21875,-5896.97265625
129,869.84375,-5752.07421875
130,869.96875,-5752.01953125
131,869.96875,-5752.01953125
132,869.96875,-5752.06640625
133,698.0703125,-5861.59765625
134,698.0703125,-5856.359375
135,698.0703125,-5856.359375
136,698.0703125,-5856.359375
137,698.0703125,-5786.203125
138,869.8203125,-5783.67578125
139,870.0703125,-5783.8828125
140,870.0703125,-5783.8828125
141,870.0703125,-5773.953125
142,698.1875,-5908.85546875
143,698.1875,-5914.8984375
144,698.1875,-5914.8984375
145,698.1875,-5914.8984375
146,698.1875,-5916.21484375
147,870.0625,-5790.02734375
148,870.1875,-5788.203125
149,870.1875,-5788.203125
150,870.1875,-5788.20703125
151,723.05078125,-5894.9453125
152,698.421875,-5917.3125
153,698.421875,-5917.3125
154,698.421875,-5917.3125
155,698.421875,-5911.8984375
156,870.046875,-5773.17578125
157,870.171875,-5766.578125
158,870.171875,-5766.578125
159,870.171875,-5766.578125
160,698.2734375,-5907.73046875
161,698.2734375,-5912.12109375
162,698.2734375,-5912.12109375
163,698.2734375,-5912.12109375
164,698.2734375,-5916.15234375
165,870.1484375,-5783.75390625
166,870.2734375,-5783.76171875
167,870.2734375,-5783.76171875
168,870.2734375,-5787.37890625
169,722.9453125,-5929.13671875
170,698.31640625,-5963.6171875
171,698.31640625,-5963.6171875
172,698.31640625,-5963.6171875
173,698.31640625,-5963.76953125
174,870.19140625,-5798.18359375
175,870.31640625,-5798.515625
176,870.31640625,-5798.515625
177,870.31640625,-5798.5390625
178,698.3828125,-5932.09765625
179,698.3828125,-5947.60546875
180,698.3828125,-5947.60546875
181,698.3828125,-5947.60546875
182,698.3828125,-5969.88671875
183,870.1328125,-5823.109375
184,870.2578125,-5818.6484375
185,870.2578125,-5818.6484375
186,870.2578125,-5818.11328125
187,698.3671875,-5901.7890625
188,698.3671875,-5917.33203125
189,698.3671875,-5917.33203125
190,698.3671875,-5917.33203125
191,698.3671875,-5924.3515625
192,872.3671875,-5775.35546875
193,872.4921875,-5787.54296875
194,872.4921875,-5787.54296875
195,872.4921875,-5787.0546875
196,698.39453125,-5962.20703125
197,698.39453125,-5962.1484375
198,698.39453125,-5962.1484375
199,698.39453125,-5962.15234375
200,698.39453125,-5961.74609375
201,872.39453125,-5792.01171875
202,872.64453125,-5805.12890625
203,872.64453125,-5805.12890625
204,872.64453125,-5805.4140625
205,707.4296875,-5921.51953125
206,707.4296875,-5920.62109375
207,707.4296875,-5920.62109375
208,707.4296875,-5920.62109375
209,698.48046875,-5940.95703125
210,870.23046875,-5765.81640625
211,870.35546875,-5757.94921875
212,870.35546875,-5757.94921875
213,870.35546875,-5742.4296875
214,698.38671875,-5919.6796875
215,698.38671875,-5919.73828125
216,698.38671875,-5919.73828125
217,698.38671875,-5919.73828125
218,698.38671875,-5949.8359375
219,870.26171875,-5814.5546875
220,870.38671875,-5818.96875
221,870.38671875,-5818.96875
222,870.38671875,-5818.953125
223,698.41015625,-5960.140625
224,698.41015625,-5960.0703125
225,698.41015625,-5960.0703125
226,698.41015625,-5960.0703125
227,698.41015625,-5955.4375
228,870.16015625,-5840.93359375
229,870.28515625,-5842.39453125
230,870.28515625,-5842.39453125
231,870.28515625,-5842.93359375
232,698.33984375,-5975.85546875
233,698.33984375,-5977.08203125
234,698.33984375,-5977.08203125
235,698.33984375,-5977.08203125
236,698.33984375,-5979.12109375
237,870.21484375,-5837.5703125
