index,psutil,psutil_virtual
0,345.9296875,-6254.66796875
1,345.9296875,-6254.66796875
2,354.5546875,-6253.0078125
3,853.1796875,-5785.97265625
4,854.9296875,-5786.00390625
5,854.9296875,-5786.00390625
6,844.02734375,-5793.15234375
7,356.58984375,-6159.0078125
8,356.0546875,-6159.86328125
9,356.0546875,-6159.86328125
10,356.0546875,-6159.86328125
11,356.5546875,-6167.01953125
12,844.5546875,-5721.58984375
13,845.4296875,-5721.58984375
14,845.4296875,-5721.58984375
15,842.87890625,-5721.58984375
16,356.26171875,-6059.5
17,355.98046875,-6055.24609375
18,355.98046875,-6055.24609375
19,355.98046875,-6055.24609375
20,356.60546875,-5928.4921875
21,844.73046875,-5586.921875
22,845.4765625,-5578.3125
23,845.4765625,-5578.3125
24,843.06640625,-5578.3125
25,356.63671875,-5905.12890625
26,356.26953125,-5905.31640625
27,356.26953125,-5905.31640625
28,356.26953125,-5905.31640625
29,356.76953125,-5910.484375
30,844.64453125,-5687.30859375
31,845.39453125,-5703.015625
32,845.39453125,-5703.015625
33,843.00390625,-5703.01953125
34,356.55859375,-6066.83203125
35,356.14453125,-6066.83203125
36,356.14453125,-6066.83203125
37,356.14453125,-6066.83203125
38,356.76953125,-6066.75390625
39,844.76953125,-5600.47265625
40,845.51953125,-5600.2265625
41,845.51953125,-5600.2265625
42,843.0078125,-5600.2265625
43,356.4375,-5899.39453125
44,356.1484375,-5899.69140625
45,356.1484375,-5899.69140625
46,356.1484375,-5899.69140625
47,356.6484375,-5931.30078125
48,844.7734375,-5660.3515625
49,845.5234375,-5667.26953125
50,845.5234375,-5667.26953125
51,843.15234375,-5667.2734375
52,356.609375,-5852.625
53,356.34375,-5852.73046875
54,356.34375,-5852.73046875
55,356.34375,-5852.73046875
56,356.84375,-5837.65625
57,844.84375,-5575.84375
58,845.59375,-5559.87890625
59,845.59375,-5559.87890625
60,843.046875,-5559.87890625
61,356.46875,-5761.76953125
62,356.203125,-5762.00390625
63,356.203125,-5762.00390625
64,356.203125,-5762.00390625
65,356.703125,-5768.89453125
66,844.828125,-5432.0078125
67,845.578125,-5432.01171875
68,845.578125,-5432.01171875
69,843.1015625,-5432.01171875
70,356.5703125,-5838.64453125
71,356.1640625,-5838.7265625
72,356.1640625,-5838.7265625
73,356.1640625,-5838.7265625
74,356.6640625,-5838.73828125
75,844.7890625,-5515.6171875
76,845.5390625,-5515.6328125
77,845.5390625,-5515.6328125
78,843.03125,-5515.6484375
79,356.4609375,-5704.421875
80,356.14453125,-5704.5390625
81,356.14453125,-5704.5390625
82,356.14453125,-5704.5390625
83,356.64453125,-5719.3125
84,845.01953125,-5302.921875
85,845.64453125,-5318.51171875
86,845.64453125,-5318.51171875
87,843.29296875,-5318.44140625
88,356.7421875,-5562.79296875
89,356.30859375,-5562.97265625
90,356.30859375,-5562.97265625
91,356.30859375,-5562.97265625
92,356.93359375,-5562.98046875
93,844.68359375,-5336.4375
94,845.43359375,-5335.7734375
95,845.43359375,-5335.7734375
96,843.125,-5335.7734375
97,356.5625,-5792.59375
98,356.296875,-5800.8046875
99,356.296875,-5800.8046875
100,356.296875,-5800.8046875
101,356.796875,-5807.328125
102,844.796875,-5528.26171875
