index,psutil,psutil_virtual
0,345.9453125,-8531.765625
1,345.9453125,-8531.765625
2,354.8203125,-8522.34375
3,842.3203125,-8109.96484375
4,844.0703125,-8114.1796875
5,844.0703125,-8114.1796875
6,842.625,-8114.42578125
7,356.15625,-8489.9765625
8,357.0859375,-8490.21484375
9,357.0859375,-8490.21484375
10,357.0859375,-8490.21484375
11,357.7109375,-8490.23828125
12,844.7109375,-8063.66015625
13,845.3359375,-8071.54296875
14,845.3359375,-8071.54296875
15,842.8125,-8071.296875
16,356.4453125,-8345.2265625
17,356.2265625,-8345.609375
18,356.2265625,-8345.609375
19,356.2265625,-8345.609375
20,356.8515625,-8345.609375
21,843.9765625,-8113.3203125
22,844.6015625,-8114.9375
23,844.6015625,-8114.9375
24,843.1875,-8114.9375
25,356.6796875,-8509.0234375
26,356.37109375,-8508.828125
27,356.37109375,-8508.828125
28,356.37109375,-8508.828125
29,356.87109375,-8510.109375
30,844.12109375,-8129.40234375
31,844.62109375,-8123.28515625
32,844.62109375,-8123.28515625
33,843.24609375,-8126.30859375
34,356.73046875,-8260.66015625
35,356.546875,-8260.8046875
36,356.546875,-8260.8046875
37,356.546875,-8260.8046875
38,357.046875,-8260.5859375
39,845.046875,-7879.19140625
40,845.671875,-7878.97265625
41,845.671875,-7878.97265625
42,843.2265625,-7878.97265625
43,356.69921875,-8290.73828125
44,356.37890625,-8290.8125
45,356.37890625,-8290.8125
46,356.37890625,-8290.8125
47,356.87890625,-8297.68359375
48,843.87890625,-7914.515625
49,844.37890625,-7914.3984375
50,844.37890625,-7914.3984375
51,842.97265625,-7914.40234375
52,356.4296875,-8312.1953125
53,356.1171875,-8310.5625
54,356.1171875,-8310.5625
55,356.1171875,-8310.5625
56,356.7421875,-8310.5625
57,843.7421875,-7953.37890625
58,844.3671875,-7937.8046875
59,844.3671875,-7937.8046875
60,842.91015625,-7937.8046875
61,356.40625,-8069.546875
62,356.08203125,-8085.35546875
63,356.08203125,-8085.35546875
64,356.08203125,-8085.35546875
65,356.70703125,-8083.625
66,843.95703125,-7910.87109375
67,844.70703125,-7910.90234375
68,844.70703125,-7910.90234375
69,843.32421875,-7910.90234375
70,356.80859375,-8326.08984375
71,356.49609375,-8326.19140625
72,356.49609375,-8326.19140625
73,356.49609375,-8326.19140625
74,356.99609375,-8326.19140625
75,844.12109375,-7951.0625
76,844.87109375,-7958.953125
77,844.87109375,-7958.953125
78,843.31640625,-7958.953125
79,356.8046875,-8363.3046875
80,356.54296875,-8375.3984375
81,356.54296875,-8375.3984375
82,356.54296875,-8375.3984375
83,357.04296875,-8375.62890625
84,844.29296875,-8032.8515625
85,844.79296875,-8022.5625
86,844.79296875,-8021.82421875
87,843.359375,-8019.85546875
88,356.859375,-8294.0703125
89,356.56640625,-8294.0625
90,356.56640625,-8294.0625
91,356.56640625,-8294.0625
92,356.94140625,-8294.0625
93,843.94140625,-7926.8984375
94,844.56640625,-7926.92578125
95,844.56640625,-7926.92578125
96,843.078125,-7926.92578125
97,356.6640625,-7926.92578125
98,356.38671875,-7928.92578125
99,356.38671875,-7928.92578125
100,356.38671875,-7928.92578125
101,356.88671875,-7925.140625
102,844.01171875,-7548.87109375
103,844.63671875,-7558.98828125
104,844.63671875,-7558.98828125
105,843.140625,-7558.99609375
106,356.70703125,-7904.3203125
107,356.5390625,-7904.625
108,356.5390625,-7904.625
109,356.5390625,-7904.625
110,357.0390625,-7941.72265625
111,845.0390625,-7714.9609375
112,845.6640625,-7714.9609375
113,845.6640625,-7714.9609375
114,843.21875,-7714.9609375
115,356.81640625,-8052.79296875
116,356.55859375,-8051.7734375
117,356.55859375,-8051.7734375
118,356.55859375,-8051.7734375
119,357.05859375,-8044.6015625
120,845.05859375,-7810.5859375
121,845.68359375,-7822.75
122,845.68359375,-7822.75
123,843.26171875,-7826.703125
124,356.90625,-8198.484375
125,356.59765625,-8198.5
126,356.59765625,-8198.5
127,356.59765625,-8198.5
128,357.09765625,-8221.65234375
129,845.22265625,-7913.5703125
130,845.96875,-7913.578125
131,845.96875,-7913.578125
132,843.4296875,-7921.28515625
133,356.9375,-8315.5
134,356.6484375,-8315.671875
135,356.6484375,-8315.671875
136,356.6484375,-8315.671875
137,357.1484375,-8313.109375
138,844.1484375,-7873.55078125
139,844.7734375,-7889.171875
140,844.7734375,-7889.171875
141,843.29296875,-7886.97265625
142,356.7890625,-8223.8203125
143,356.51953125,-8223.8203125
144,356.51953125,-8223.8203125
145,356.51953125,-8223.8203125
146,357.14453125,-8251.30078125
147,844.26953125,-7854.265625
148,845.01953125,-7853.80859375
149,845.01953125,-7853.80859375
150,843.46875,-7865.97265625
151,357.02734375,-8215.46875
152,356.71484375,-8215.64453125
153,356.71484375,-8215.64453125
154,356.71484375,-8215.64453125
155,357.21484375,-8213.40625
156,845.21484375,-7861.28515625
157,845.83984375,-7861.10546875
158,845.83984375,-7861.10546875
159,843.42578125,-7861.12109375
160,356.93359375,-8176.2421875
161,356.58203125,-8176.29296875
162,356.58203125,-8176.29296875
163,356.58203125,-8176.29296875
164,357.08203125,-8191.69921875
165,845.33203125,-7866.79296875
166,845.95703125,-7874.80859375
167,845.95703125,-7874.80859375
168,843.46484375,-7874.9609375
169,356.9921875,-8094.1328125
170,356.69140625,-8094.359375
171,356.69140625,-8094.359375
172,356.69140625,-8094.359375
173,357.19140625,-8096.375
174,845.31640625,-7794.3203125
175,845.94140625,-7782.56640625
176,845.94140625,-7782.56640625
177,843.453125,-7768.78515625
178,356.95703125,-8193.99609375
179,356.703125,-8194.1328125
180,356.703125,-8194.1328125
181,356.703125,-8194.1328125
182,357.203125,-8205.46484375
183,845.328125,-7998.75390625
184,845.953125,-7998.77734375
185,845.953125,-7998.77734375
186,843.4375,-7998.77734375
187,356.96875,-8374.328125
188,356.703125,-8374.59765625
189,356.703125,-8374.59765625
190,356.703125,-8374.59765625
191,357.203125,-8374.6015625
192,845.203125,-7949.2109375
193,845.828125,-7947.48828125
194,845.828125,-7947.48828125
195,843.3984375,-7947.48828125
196,356.9140625,-8202.88671875
197,356.60546875,-8202.9375
198,356.60546875,-8202.9375
199,356.60546875,-8202.94140625
200,357.10546875,-8218.69140625
201,845.60546875,-7875.40234375
202,846.1015625,-7889.53125
203,846.1015625,-7889.53125
204,843.63671875,-7889.53125
205,357.171875,-8197.25390625
206,356.91015625,-8199.32421875
207,356.91015625,-8199.32421875
208,356.91015625,-8199.32421875
209,357.41015625,-8199.01171875
210,845.28515625,-7908.74609375
211,845.91015625,-7908.0234375
212,845.91015625,-7908.0234375
213,843.43359375,-7908.0234375
214,357.0390625,-7986.046875
215,356.7890625,-7986.31640625
216,356.7890625,-7986.31640625
217,356.7890625,-7986.31640625
218,357.2890625,-7986.31640625
219,845.5390625,-7705.2890625
220,846.1640625,-7728.74609375
221,846.1640625,-7728.74609375
222,843.609375,-7728.74609375
223,357.125,-8078.0625
224,356.859375,-8077.82421875
225,356.859375,-8077.82421875
226,356.859375,-8077.82421875
227,357.359375,-8076.57421875
228,845.484375,-7893.234375
229,846.234375,-7893.765625
230,846.234375,-7893.765625
231,843.625,-7893.76953125
232,357.15234375,-8097.0859375
233,356.90234375,-8097.28125
234,356.90234375,-8097.28125
235,356.90234375,-8097.28125
236,357.40234375,-8097.28125
237,845.40234375,-7800.53125
238,846.02734375,-7800.53515625
239,846.02734375,-7800.53515625
240,843.51171875,-7800.53515625
241,357.02734375,-8198.90234375
242,356.90234375,-8199.0078125
243,356.90234375,-8199.0078125
244,356.90234375,-8199.0078125
245,357.27734375,-8195.55078125
246,845.52734375,-7813.9296875
247,846.15234375,-7815.9375
248,846.15234375,-7815.9375
249,843.7578125,-7815.9375
250,357.2734375,-8042.52734375
