index,psutil,psutil_virtual
0,346.015625,-9918.61328125
1,346.015625,-9918.61328125
2,354.640625,-9922.44140625
3,842.140625,-8760.35546875
4,843.765625,-8911.34765625
5,843.765625,-8911.34765625
6,843.765625,-8912.0234375
7,678.6875,-9064.48046875
8,538.76953125,-9200.03515625
9,540.14453125,-9198.3125
10,540.14453125,-9198.3125
11,530.17578125,-9188.58203125
12,863.92578125,-8860.37890625
13,864.30078125,-8859.98828125
14,864.30078125,-8859.98828125
15,864.30078125,-8859.9921875
16,669.91796875,-8987.45703125
17,530.41796875,-9126.1796875
18,530.41796875,-9126.1796875
19,530.41796875,-9126.1796875
20,530.41796875,-9126.19140625
21,864.29296875,-8651.9453125
22,864.29296875,-8653.6328125
23,864.29296875,-8653.6328125
24,864.29296875,-8661.421875
25,690.2265625,-8705.90625
26,530.5234375,-8863.54296875
27,530.5234375,-8863.54296875
28,530.5234375,-8863.54296875
29,530.5234375,-8863.54296875
30,864.1484375,-8573.6796875
31,864.3984375,-8573.6796875
32,864.3984375,-8573.6796875
33,864.3984375,-8573.43359375
34,681.17578125,-8566.609375
35,530.42578125,-8711.8125
36,530.42578125,-8711.8125
37,530.42578125,-8711.8125
38,530.55078125,-8740.51953125
39,864.05078125,-8495.875
40,864.30078125,-8491.3203125
41,864.30078125,-8491.3203125
42,864.30078125,-8501.51953125
43,669.9609375,-8596.01953125
44,530.4609375,-8674.76953125
45,530.4609375,-8674.76953125
46,530.4609375,-8674.76953125
47,530.4609375,-8674.76953125
48,864.2109375,-8390.00390625
49,864.4609375,-8413.6328125
50,864.4609375,-8413.6328125
51,864.4609375,-8413.63671875
52,672.265625,-8539.109375
53,530.5625,-8677.203125
54,530.5625,-8677.203125
55,530.5625,-8677.203125
56,530.5625,-8677.203125
57,864.1875,-8497.609375
58,864.5625,-8496.109375
59,864.5625,-8496.109375
60,864.5625,-8496.109375
61,717.24609375,-8621.91015625
62,530.62109375,-8807.40234375
63,530.62109375,-8807.40234375
64,530.62109375,-8807.40234375
65,530.62109375,-8807.40234375
66,864.12109375,-8571.515625
67,864.37109375,-8565.24609375
68,864.37109375,-8565.24609375
69,864.37109375,-8551.46484375
70,681.203125,-8533.5078125
71,530.453125,-8685.90625
72,530.453125,-8685.90625
73,530.453125,-8685.90625
74,530.578125,-8693.5625
75,864.203125,-8545.69140625
76,864.328125,-8436.6953125
77,864.328125,-8436.6953125
78,864.328125,-8438.6953125
79,696.94140625,-8470.5546875
80,530.49609375,-8507.33203125
81,530.49609375,-8507.33203125
82,530.49609375,-8507.33203125
83,530.49609375,-8507.36328125
84,864.24609375,-8348.87890625
85,864.37109375,-8363.671875
86,864.37109375,-8363.671875
87,864.37109375,-8364.26171875
88,717.07421875,-8517.390625
89,530.44921875,-8705.45703125
90,530.44921875,-8705.45703125
91,530.44921875,-8705.45703125
92,530.44921875,-8721.140625
93,864.19921875,-8487.3359375
94,864.44921875,-8394.52734375
95,864.44921875,-8394.52734375
96,864.44921875,-8394.8046875
97,697.12890625,-8464.671875
98,530.62890625,-8632.78125
99,530.62890625,-8632.78125
100,530.62890625,-8632.78125
101,530.75390625,-8615.5703125
102,864.37890625,-8398.0390625
103,864.50390625,-8397.828125
104,864.50390625,-8397.828125
105,864.50390625,-8397.828125
106,717.17578125,-8437.1796875
107,530.55078125,-8624.12890625
108,530.55078125,-8624.12890625
109,530.55078125,-8624.12890625
110,530.67578125,-8636.71484375
111,864.42578125,-8348.078125
112,864.55078125,-8231.1875
113,864.55078125,-8231.1875
114,864.55078125,-8236.27734375
115,717.34375,-8236.5234375
116,530.71875,-8400.8046875
117,530.71875,-8400.8046875
118,530.71875,-8400.8046875
119,530.71875,-8365.2578125
120,864.46875,-8167.0
121,864.59375,-8166.78125
122,864.59375,-8166.78125
123,864.59375,-8166.78125
124,717.30078125,-8277.03125
125,530.765625,-8458.40625
126,530.765625,-8458.40625
127,530.765625,-8458.40625
128,530.890625,-8437.67578125
129,864.640625,-8209.4140625
130,864.765625,-8080.33984375
131,864.765625,-8080.33984375
132,864.765625,-8093.41015625
133,717.44921875,-8179.953125
134,530.82421875,-8357.91796875
135,530.82421875,-8357.91796875
136,530.82421875,-8357.6328125
137,530.82421875,-8194.359375
138,864.57421875,-7962.24609375
139,864.69921875,-7961.75390625
140,864.69921875,-7961.75390625
141,864.69921875,-7961.75390625
142,717.37890625,-8032.47265625
143,530.75390625,-8213.1875
144,530.75390625,-8213.1875
145,530.75390625,-8213.1875
146,530.75390625,-8235.3828125
147,864.37890625,-7959.7578125
148,864.62890625,-7968.1875
149,864.62890625,-7968.1875
150,864.62890625,-7976.06640625
151,672.44140625,-8043.65234375
152,530.73828125,-8189.109375
153,530.73828125,-8189.109375
154,530.73828125,-8189.109375
155,530.73828125,-8189.109375
156,864.61328125,-8009.22265625
157,864.73828125,-7988.56640625
158,864.73828125,-7988.56640625
159,864.73828125,-7988.56640625
160,717.44921875,-8074.75
161,530.87109375,-8265.3203125
162,530.87109375,-8265.3203125
163,530.87109375,-8265.3203125
164,530.74609375,-8280.86328125
165,864.49609375,-7957.85546875
166,864.74609375,-7956.734375
167,864.74609375,-7956.734375
168,864.74609375,-7972.2421875
169,717.3984375,-7971.50390625
170,530.7734375,-8154.390625
171,530.7734375,-8154.390625
172,530.7734375,-8154.390625
173,530.8984375,-8153.65234375
174,864.6484375,-7934.44140625
175,864.7734375,-7902.30078125
176,864.7734375,-7901.92578125
177,864.7734375,-7898.18359375
178,697.33984375,-7906.05859375
179,530.83984375,-7976.80859375
180,530.83984375,-7976.80859375
181,530.83984375,-7976.80859375
182,530.96484375,-8000.60546875
183,864.71484375,-7805.2109375
184,864.83984375,-7801.8984375
185,864.83984375,-7801.8984375
186,864.83984375,-7819.2265625
187,699.62109375,-7863.1015625
188,530.87109375,-8027.4453125
189,530.87109375,-8027.4453125
190,530.87109375,-8027.4453125
191,530.87109375,-8027.36328125
192,864.74609375,-7815.3046875
193,864.99609375,-7815.48828125
194,864.99609375,-7815.48828125
195,864.99609375,-7815.48828125
196,717.640625,-7902.11328125
197,531.1171875,-7902.13671875
198,531.1171875,-7902.13671875
199,531.1171875,-7902.13671875
200,531.1171875,-7910.12890625
201,864.7421875,-7770.4921875
202,864.9921875,-7770.4921875
203,864.9921875,-7770.4921875
204,864.9921875,-7776.6171875
205,717.66015625,-7871.25
206,531.03515625,-8058.24609375
207,531.03515625,-8058.24609375
208,531.03515625,-8058.24609375
209,531.03515625,-8058.24609375
210,864.78515625,-7809.2421875
211,864.91015625,-7819.3359375
212,864.91015625,-7819.3359375
213,864.91015625,-7819.3359375
214,697.51171875,-7969.33203125
215,531.01171875,-8138.421875
216,531.01171875,-8138.421875
217,531.01171875,-8138.421875
218,531.01171875,-8133.015625
219,864.76171875,-7966.65625
220,865.01171875,-7952.87890625
221,865.01171875,-7952.87890625
222,865.01171875,-7952.87890625
223,717.67578125,-8031.45703125
224,531.05078125,-8126.8359375
225,531.05078125,-8126.8359375
226,531.05078125,-8126.8359375
227,531.05078125,-8126.9375
228,864.80078125,-7818.4296875
229,864.92578125,-7818.4296875
230,864.92578125,-7818.4296875
231,864.92578125,-7815.98046875
232,697.5,-7815.98046875
233,531.0,-7926.23046875
234,531.0,-7926.23046875
235,531.0,-7926.23046875
236,531.0,-7957.73046875
237,864.625,-7831.42578125
238,864.875,-7847.18359375
239,864.875,-7847.18359375
240,864.875,-7847.18359375
241,699.65234375,-7947.5390625
242,530.9921875,-8004.08984375
243,530.9921875,-8004.08984375
244,530.9921875,-8004.14453125
245,530.9921875,-8009.25
246,864.7421875,-7748.9453125
247,864.8671875,-7746.828125
248,864.8671875,-7746.828125
249,864.8671875,-7742.890625
250,672.7265625,-7904.17578125
251,531.0234375,-8042.82421875
252,531.0234375,-8042.82421875
253,531.0234375,-8042.82421875
254,531.0234375,-8042.82421875
255,864.7734375,-7795.640625
256,864.8984375,-7795.640625
257,864.8984375,-7795.640625
258,864.8984375,-7795.671875
259,717.7265625,-7945.37890625
260,531.19921875,-8120.7265625
261,531.19921875,-8120.7265625
262,531.19921875,-8120.7265625
263,531.19921875,-8116.5625
264,864.94921875,-7974.08984375
265,865.07421875,-7982.2890625
266,865.07421875,-7982.2890625
267,865.07421875,-7982.2890625
268,681.94140625,-7982.2890625
269,531.19140625,-8116.1640625
270,531.19140625,-8116.1640625
271,531.19140625,-8116.1640625
272,531.19140625,-8116.1796875
273,864.81640625,-7896.65234375
274,865.06640625,-7896.79296875
275,865.06640625,-7896.79296875
276,865.06640625,-7892.3671875
277,717.72265625,-7896.375
278,531.09765625,-8094.24609375
279,531.09765625,-8094.24609375
280,531.09765625,-8094.24609375
281,531.09765625,-8091.34765625
282,864.84765625,-7839.0625
283,864.97265625,-7849.05859375
284,864.97265625,-7849.05859375
285,864.97265625,-7849.0625
286,697.54296875,-7901.53125
287,531.04296875,-8061.8515625
288,531.04296875,-8061.8515625
289,531.04296875,-8061.8515625
290,531.04296875,-8061.9296875
291,864.66796875,-7881.55078125
292,864.79296875,-7881.55078125
293,864.79296875,-7881.55078125
294,864.79296875,-7881.55078125
295,699.6328125,-7949.703125
296,530.8828125,-8126.22265625
297,530.8828125,-8126.22265625
298,530.8828125,-8126.2265625
299,530.8828125,-8134.31640625
300,864.8828125,-7907.828125
301,865.0078125,-7933.23046875
302,865.0078125,-7933.23046875
303,865.0078125,-7932.984375
304,717.70703125,-8011.734375
305,531.0859375,-8202.6796875
306,531.0859375,-8202.6796875
307,531.0859375,-8202.6796875
308,531.2109375,-8202.6796875
309,864.8359375,-8016.16015625
310,864.9609375,-7995.08203125
311,864.9609375,-7994.83984375
312,864.9609375,-7994.83984375
313,699.8046875,-7994.84375
314,531.0546875,-8144.46875
315,531.0546875,-8144.46875
316,531.0546875,-8144.46875
317,531.1796875,-8152.34375
318,864.8046875,-7940.18359375
319,865.0546875,-7954.5234375
320,865.0546875,-7954.5234375
321,865.0546875,-7954.5234375
322,697.58984375,-8124.76171875
323,531.08984375,-8294.71875
324,531.08984375,-8294.71875
325,531.08984375,-8294.71875
326,531.08984375,-8296.71875
327,864.96484375,-8036.07421875
328,865.21484375,-8026.5078125
329,865.21484375,-8026.5078125
330,865.21484375,-8016.46484375
331,697.74609375,-8039.1875
332,531.24609375,-8210.39453125
333,531.24609375,-8210.39453125
334,531.24609375,-8210.39453125
335,531.24609375,-8218.0234375
336,864.99609375,-7987.92578125
337,865.24609375,-7987.94140625
338,865.24609375,-7987.94140625
339,865.24609375,-7987.94140625
340,697.875,-8090.8828125
341,531.375,-8255.90234375
342,531.375,-8255.90234375
343,531.375,-8255.90234375
344,531.375,-8255.91015625
345,865.125,-7951.70703125
346,865.25,-7951.48046875
347,865.25,-7951.48046875
348,865.25,-7951.48828125
349,682.18359375,-8013.9375
350,531.48046875,-8166.015625
351,531.48046875,-8168.01171875
352,531.48046875,-8173.890625
353,531.48046875,-8183.25
354,865.23046875,-8011.57421875
355,865.23046875,-8004.68359375
356,865.23046875,-8004.68359375
357,865.23046875,-7998.0390625
358,718.03125,-8061.0390625
359,531.46875,-8073.34375
360,531.46875,-8073.34375
361,531.46875,-8073.34375
362,531.46875,-8059.5625
363,865.09375,-7901.80859375
364,865.21875,-7901.80859375
365,865.21875,-7901.80859375
366,865.21875,-7901.58984375
367,697.828125,-7987.734375
368,531.328125,-8156.46484375
369,531.328125,-8156.46484375
370,531.328125,-8156.46484375
371,531.328125,-8165.8515625
372,865.078125,-8010.3203125
373,865.328125,-8010.3203125
374,865.328125,-8010.3203125
375,865.328125,-8010.66796875
376,682.10546875,-8128.15234375
377,531.35546875,-8275.3828125
378,531.35546875,-8275.3828125
379,531.35546875,-8275.3828125
380,531.35546875,-8275.39453125
381,864.98046875,-8043.41796875
382,865.10546875,-8043.171875
383,865.10546875,-8043.171875
384,865.10546875,-8043.171875
385,717.85546875,-8089.76953125
386,531.23046875,-8282.2734375
387,531.23046875,-8282.2734375
388,531.23046875,-8282.2734375
389,531.23046875,-8287.46875
390,865.10546875,-7982.34765625
391,865.23046875,-7984.73828125
392,865.23046875,-7984.73828125
